id,title,wikipedia_url,birth_date,death_date,influenced_by,influenced,period_life,school_teaching
7543956,"Михайлов, Анатолий Арсеньевич",https://ru.wikipedia.org/wiki/Михайлов%2C_Анатолий_Арсеньевич,,,,,,
7553210,"Абрамов, Александр Иванович (философ)",https://ru.wikipedia.org/wiki/Абрамов%2C_Александр_Иванович_(философ),,,,,,
7559498,Се Улян,https://ru.wikipedia.org/wiki/Се_Улян,1884(1884),1964(1964),,,,
7566194,"Дуссель, Энрике",https://ru.wikipedia.org/wiki/Дуссель%2C_Энрике,24 декабря 1934(1934-12-24),5 ноября 2023(2023-11-05)[1] (88 лет),,,,
7596910,"Фортлаге, Карл",https://ru.wikipedia.org/wiki/Фортлаге%2C_Карл,,,,,,
7611552,"Томпсон, Уильям (экономист)",https://ru.wikipedia.org/wiki/Томпсон%2C_Уильям_(экономист),30 июня 1775(1775-06-30),28 марта 1833(1833-03-28)[1] (57 лет),,,,
7633228,"Роиг, Артуро Андрес",https://ru.wikipedia.org/wiki/Роиг%2C_Артуро_Андрес,16 июля 1922(1922-07-16)[1],30 апреля 2012(2012-04-30)[2] (89 лет),,,,
7643542,"Астрада, Карлос",https://ru.wikipedia.org/wiki/Астрада%2C_Карлос,26 февраля 1894(1894-02-26),23 декабря 1970(1970-12-23) (76 лет),Мартин Хайдеггер[1] и Карл Маркс[1],,Философия XX века,
7645694,Фэн Дин,https://ru.wikipedia.org/wiki/Фэн_Дин,1902,1983,,,,
7653432,"Мортон, Тимоти",https://ru.wikipedia.org/wiki/Мортон%2C_Тимоти,19 июня 1968(1968-06-19) (56 лет),,,,,Спекулятивный реализм
7663699,"Эльякуриа, Игнасио",https://ru.wikipedia.org/wiki/Эльякуриа%2C_Игнасио,9 ноября 1930(1930-11-09)[1] или 9 сентября 1930(1930-09-09)[2][3],16 ноября 1989(1989-11-16)[4][1] (59 лет) или 16 сентября 1989(1989-09-16)[2][3],"Ксавьер Субири, Карл Ранер, Карл Маркс",,,
7677669,"Брюне, Клод",https://ru.wikipedia.org/wiki/Брюне%2C_Клод,,,,,,
7700466,"Шталь, Фридрих Юлиус",https://ru.wikipedia.org/wiki/Шталь%2C_Фридрих_Юлиус,,,,,,
7705025,"Геттнер, Герман",https://ru.wikipedia.org/wiki/Геттнер%2C_Герман,12 марта 1821(1821-03-12),29 мая 1882(1882-05-29) (61 год),,,,
7705181,"Буллоу, Эдвард",https://ru.wikipedia.org/wiki/Буллоу%2C_Эдвард,28 марта 1880(1880-03-28),17 сентября 1934(1934-09-17) (54 года),,,,
7706487,"Мирошхина, Наталия Митрофановна",https://ru.wikipedia.org/wiki/Мирошхина%2C_Наталия_Митрофановна,,,,,,
7707472,"Тригг, Дилан",https://ru.wikipedia.org/wiki/Тригг%2C_Дилан,18 мая 1978(1978-05-18) (46 лет),,"Эдмунд Гуссерль, Эммануэль Левинас, Морис Мерло-Понти, Говард Филлипс Лавкрафт, Джеймс Баллард, Гастон Башляр",,Современная философия,
7708479,"Мериссэ, Мартен",https://ru.wikipedia.org/wiki/Мериссэ%2C_Мартен,,,,,,
7708716,"Таймни, Икбал Кишен",https://ru.wikipedia.org/wiki/Таймни%2C_Икбал_Кишен,,,,,,
7712040,"Волков, Владимир Николаевич (учёный)",https://ru.wikipedia.org/wiki/Волков%2C_Владимир_Николаевич_(учёный),18 октября 1954(1954-10-18) (70 лет),,,,"Философия XX века, Философия XXI века",
7715279,"Андреева, Лариса Анатольевна",https://ru.wikipedia.org/wiki/Андреева%2C_Лариса_Анатольевна,,,,,,
7718730,"Сперанский, Валентин Николаевич",https://ru.wikipedia.org/wiki/Сперанский%2C_Валентин_Николаевич,,,,,,
7720007,"Эй, Анри",https://ru.wikipedia.org/wiki/Эй%2C_Анри,,,,,,
7722087,"Гафарова, Мунзифа Кахаровна",https://ru.wikipedia.org/wiki/Гафарова%2C_Мунзифа_Кахаровна,,,,,,
7728051,"Альтузий, Иоганн",https://ru.wikipedia.org/wiki/Альтузий%2C_Иоганн,,,,,,
7734610,Тимоти Бинкли,https://ru.wikipedia.org/wiki/Тимоти_Бинкли,14 сентября 1943(1943-09-14) (81 год),,,,,
7739304,"Филмер, Роберт",https://ru.wikipedia.org/wiki/Филмер%2C_Роберт,1588(1588),26 мая 1653(1653-05-26),"Фома Аквинский, Аристотель, Жан Бодэн",,Философия XVII века,
7739918,"Такер, Юджин",https://ru.wikipedia.org/wiki/Такер%2C_Юджин,XX век,,"Артур Шопенгауэр
Фридрих Ницше
Эмиль Чоран
Жорж Батай
Франуса Ларюэль
Мишель Фуко
Иммануил Кант
Аристотель
Рене Декарт
Флюссер Вилем
Говард Ф. Лавкрафт",,,Новая школа
7762146,"Кабеш, Ярослав",https://ru.wikipedia.org/wiki/Кабеш%2C_Ярослав,,,,,,
7769816,"Фонсека, Педру да",https://ru.wikipedia.org/wiki/Фонсека%2C_Педру_да,17 марта 1528(1528-03-17),4 ноября 1599(1599-11-04) (71 год),"Аристотель, Платон, Цицерон, Альберт Великий, Фома Аквинский, Александр Гэльский, Дунс Скот, Эгидий Римский, Франческо Сильвестри","Готфрид Лейбниц, Иоганн Альстед, Христоф Шейблер, Иоганн Будде, Иоганн Сперлинг, Антонио Эскобар-и-Мендоза, Франсиско Суарес, Себастьян Искьердо",,
7771390,"Толедо Эррера, Франсиско де",https://ru.wikipedia.org/wiki/Толедо_Эррера%2C_Франсиско_де,4 октября 1532(1532-10-04),4 сентября 1596(1596-09-04) (63 года),"Аристотель, Аврелий Августин, Фома Аквинский",Антонио Рубио,,
7777931,"Казанджиев, Спиридон",https://ru.wikipedia.org/wiki/Казанджиев%2C_Спиридон,,,,,,
7781913,"Зигель, Карл (философ)",https://ru.wikipedia.org/wiki/Зигель%2C_Карл_(философ),19 августа 1872(1872-08-19)[1][2],14 февраля 1943(1943-02-14)[1][2] (70 лет),,,,
7788719,Хон Дэ Ён,https://ru.wikipedia.org/wiki/Хон_Дэ_Ён,,,,,,
7799206,"Кронер, Рихард",https://ru.wikipedia.org/wiki/Кронер%2C_Рихард,,,,,,
7817081,"Байер, Аннетт",https://ru.wikipedia.org/wiki/Байер%2C_Аннетт,11 октября 1929(1929-10-11)[1],2 ноября 2012(2012-11-02)[2] (83 года),Дэвид Юм[1] и Людвиг Витгенштейн[1],,,
7822139,"Литт, Теодор",https://ru.wikipedia.org/wiki/Литт%2C_Теодор,,,,,,
7828139,Бхасарваджня,https://ru.wikipedia.org/wiki/Бхасарваджня,,,,,,
7829039,"Гейзер, Йозеф",https://ru.wikipedia.org/wiki/Гейзер%2C_Йозеф,16 марта 1869(1869-03-16)[1],11 апреля 1948(1948-04-11)[1] (79 лет),,,,
7831735,"Апацаи Чере, Янош",https://ru.wikipedia.org/wiki/Апацаи_Чере%2C_Янош,,,,,,
7835541,"Крюгер, Феликс",https://ru.wikipedia.org/wiki/Крюгер%2C_Феликс,10 августа 1874(1874-08-10)[1] или 19 августа 1874(1874-08-19)[2],25 февраля 1948(1948-02-25)[1][2] (73 года),,,,
7835576,"Сертильянж, Антонен",https://ru.wikipedia.org/wiki/Сертильянж%2C_Антонен,16 ноября 1863(1863-11-16)[1][2][…],26 июля 1948(1948-07-26)[3][1][…] (84 года),,,,
7835694,"Дрей, Уильям",https://ru.wikipedia.org/wiki/Дрей%2C_Уильям,23 июня 1921(1921-06-23) или 1921[1],6 августа 2009(2009-08-06) или 2009[1],,,,
7840556,"Бак-Морс, Сьюзен",https://ru.wikipedia.org/wiki/Бак-Морс%2C_Сьюзен,XX век,,"Карл Маркс, Теодор Адорно, Георг Гегель, Вальтер Беньямин",,Современная философия,Франкфуртская школа
7841123,"Вендлер, Зено",https://ru.wikipedia.org/wiki/Вендлер%2C_Зено,22 декабря 1921(1921-12-22),13 января 2004(2004-01-13) (82 года),,,,Аналитическая философия
7841937,"Глой, Карен",https://ru.wikipedia.org/wiki/Глой%2C_Карен,21 декабря 1941(1941-12-21) (83 года),,"Карл Фридрих фон Вайцзеккер, Дитер Хенрих",,Современная философия,
7844635,"Биль, Габриэль",https://ru.wikipedia.org/wiki/Биль%2C_Габриэль,,,,,,
7847175,"Хэнни, Аластер",https://ru.wikipedia.org/wiki/Хэнни%2C_Аластер,2 июня 1932(1932-06-02)[1],8 декабря 2024(2024-12-08)[2] (92 года),,,,
7850764,"Райнова, Иванка",https://ru.wikipedia.org/wiki/Райнова%2C_Иванка,16 октября 1959(1959-10-16) (65 лет),,"Брентано, Гуссерль, Шелер, Штайн, Вейль, Мунье, Сартр, Рикёр",,современная философия,"феноменология, герменевтика"
7851994,"Руиг, Филипп",https://ru.wikipedia.org/wiki/Руиг%2C_Филипп,,,,,,
7862544,"Смулянский, Александр Ефимович",https://ru.wikipedia.org/wiki/Смулянский%2C_Александр_Ефимович,22 апреля 1981(1981-04-22) (43 года),,,,,
7874797,"Крари, Элис",https://ru.wikipedia.org/wiki/Крари%2C_Элис,1 сентября 1967(1967-09-01) (57 лет),,,,,
7875164,"Баух, Бруно",https://ru.wikipedia.org/wiki/Баух%2C_Бруно,19 января 1877(1877-01-19)[1],27 февраля 1942(1942-02-27)[1] (65 лет),"Вильгельм Виндельбанд[3], Куно Фишер[3] и Генрих Риккерт[3]",,,
7875181,"Бердж, Тайлер",https://ru.wikipedia.org/wiki/Бердж%2C_Тайлер,1 января 1946(1946-01-01)[1] (78 лет),,,,,
7878204,"Даймонд, Кора",https://ru.wikipedia.org/wiki/Даймонд%2C_Кора,30 октября 1937(1937-10-30)[1] (87 лет),,,,,
7879950,"Фёллесдал, Дагфинн",https://ru.wikipedia.org/wiki/Фёллесдал%2C_Дагфинн,22 июня 1932(1932-06-22)[1] (92 года),,,,,
7889986,"Кэвелл, Стэнли",https://ru.wikipedia.org/wiki/Кэвелл%2C_Стэнли,1 сентября 1926(1926-09-01)[1][2][…],19 июня 2018(2018-06-19)[1] (91 год),,,,
7896410,"Гарсия Барсена, Рафаэль",https://ru.wikipedia.org/wiki/Гарсия_Барсена%2C_Рафаэль,,,,,,
7907379,Франциск Ван Ден Энден,https://ru.wikipedia.org/wiki/Франциск_Ван_Ден_Энден,5 февраля 1602(1602-02-05),27 ноября 1674(1674-11-27) (72 года),Аврелий Августин,Спиноза Бенедикт,,
7915672,"Маргалит, Авишай",https://ru.wikipedia.org/wiki/Маргалит%2C_Авишай,22 марта 1939(1939-03-22) (85 лет),,,,,
7927983,"Деланда, Мануэль",https://ru.wikipedia.org/wiki/Деланда%2C_Мануэль,1952[1][2][…],,Фернан Бродель и Жиль Делёз,,,
7928016,"Хакер, Питер",https://ru.wikipedia.org/wiki/Хакер%2C_Питер,15 июля 1939(1939-07-15) (85 лет),,,,,Аналитическая философия
7928091,"Гайгер, Мориц",https://ru.wikipedia.org/wiki/Гайгер%2C_Мориц,26 июня 1880(1880-06-26),9 сентября 1937(1937-09-09) (57 лет),Эдмунд Густав Альбрехт Гуссерль,,,
7932757,Квази Виреду,https://ru.wikipedia.org/wiki/Квази_Виреду,3 октября 1931(1931-10-03),январь 2022[1] (90 лет),,,,
7941680,"Йерденфорс, Питер",https://ru.wikipedia.org/wiki/Йерденфорс%2C_Питер,,,,,,
7949295,Паоло Венето,https://ru.wikipedia.org/wiki/Паоло_Венето,1369[1],15 июня 1429[1],,,,
7970828,Телес Мегарский,https://ru.wikipedia.org/wiki/Телес_Мегарский,III век до н. э.,неизвестно,,,эллинизм,киники
7974882,"Ленен, Лазар",https://ru.wikipedia.org/wiki/Ленен%2C_Лазар,17 февраля 1793(1793-02-17),1877(1877),,"Папюс, Робер Амбелен",,"Герметизм, Каббала"
7981301,"Шульце, Готлоб Эрнст",https://ru.wikipedia.org/wiki/Шульце%2C_Готлоб_Эрнст,,,,,,
7985150,"Гайденко, Виолета Павловна",https://ru.wikipedia.org/wiki/Гайденко%2C_Виолета_Павловна,26 января 1940(1940-01-26),23 июня 2010(2010-06-23) (70 лет),,,философия средних веков,
7996220,"Габихт, Иоган Генрих",https://ru.wikipedia.org/wiki/Габихт%2C_Иоган_Генрих,,,,,,
8007034,"Шор, Айра",https://ru.wikipedia.org/wiki/Шор%2C_Айра,1945[1][2],,,,,
8015298,"Топчу, Нуреттин",https://ru.wikipedia.org/wiki/Топчу%2C_Нуреттин,,,,,,
8015680,"Павлицкий, Стефан",https://ru.wikipedia.org/wiki/Павлицкий%2C_Стефан,2 сентября 1839(1839-09-02)[1],28 апреля 1916(1916-04-28)[1] (76 лет),,,,
8052235,"Кусжанова, Ажар Жалелевна",https://ru.wikipedia.org/wiki/Кусжанова%2C_Ажар_Жалелевна,,,,,,
8066262,"Рокко, Антонио",https://ru.wikipedia.org/wiki/Рокко%2C_Антонио,,,,,,
8078296,Баха Тевфик,https://ru.wikipedia.org/wiki/Баха_Тевфик,13 апреля 1884(1884-04-13),15 мая 1914(1914-05-15) (30 лет),,,,
8091443,"Колчинский, Эдуард Израилевич",https://ru.wikipedia.org/wiki/Колчинский%2C_Эдуард_Израилевич,,,,,,
8099407,"Ардао, Артуро",https://ru.wikipedia.org/wiki/Ардао%2C_Артуро,27 сентября 1912(1912-09-27)[1],22 сентября 2003(2003-09-22)[1] (90 лет),Карлос Вас Феррейра[вд][3],,,
8127206,Матфей из Акваспарты,https://ru.wikipedia.org/wiki/Матфей_из_Акваспарты,,,,,,
8128104,"Ситковский, Евгений Петрович",https://ru.wikipedia.org/wiki/Ситковский%2C_Евгений_Петрович,,,,,,
8130210,"Талызин, Матвей Иванович (педагог)",https://ru.wikipedia.org/wiki/Талызин%2C_Матвей_Иванович_(педагог),,,,,,
8137546,Элий Александрийский,https://ru.wikipedia.org/wiki/Элий_Александрийский,,,,,,
8146768,"Кончевский, Игнат Владимирович",https://ru.wikipedia.org/wiki/Кончевский%2C_Игнат_Владимирович,,,,,,
8147206,Евстратий Никейский,https://ru.wikipedia.org/wiki/Евстратий_Никейский,около 1050,1120-е,,,,
8147918,"Харт, Дэвид Бентли",https://ru.wikipedia.org/wiki/Харт%2C_Дэвид_Бентли,,,,,,
8152016,Джаячамараджендра Водеяр,https://ru.wikipedia.org/wiki/Джаячамараджендра_Водеяр,,,,,,
8154520,"Праду Жуниор, Каю",https://ru.wikipedia.org/wiki/Праду_Жуниор%2C_Каю,,,,,,
8163779,"Четвериков, Иван Пименович",https://ru.wikipedia.org/wiki/Четвериков%2C_Иван_Пименович,19 января 1875(1875-01-19),2 октября 1969(1969-10-02) (94 года),,,Современная философия,Русская религиозная философия
8166711,"Кючюк, Ялчин",https://ru.wikipedia.org/wiki/Кючюк%2C_Ялчин,,,,,,
8167226,"Долан, Пол (учёный)",https://ru.wikipedia.org/wiki/Долан%2C_Пол_(учёный),10 мая 1968(1968-05-10) (56 лет),,,,,
8169163,"Бернери, Камилло",https://ru.wikipedia.org/wiki/Бернери%2C_Камилло,20 мая 1897(1897-05-20),5 мая 1937(1937-05-05) (39 лет),,,,Философия XX века
8170907,"Ванеев, Анатолий Анатольевич",https://ru.wikipedia.org/wiki/Ванеев%2C_Анатолий_Анатольевич,7 марта 1922(1922-03-07),5 ноября 1985(1985-11-05) (63 года),,,,
8172892,"Чаттопадхьяя, Дебипрасад",https://ru.wikipedia.org/wiki/Чаттопадхьяя%2C_Дебипрасад,19 ноября 1918(1918-11-19)[1],8 мая 1993(1993-05-08)[1] (74 года),,,,
8182053,Бао Шичэнь,https://ru.wikipedia.org/wiki/Бао_Шичэнь,1775(1775),1855(1855),"Хун Лянцзи, Гун Цзычжэнь","Кан Ювэй, Лю Шипэй",,
8183772,"Каспи, Иосиф",https://ru.wikipedia.org/wiki/Каспи%2C_Иосиф,1280,1345,Ибн Рушд и Маймонид,,,
8183957,"Дуран, Профиат",https://ru.wikipedia.org/wiki/Дуран%2C_Профиат,1350[1][2],1415[1][2],,,,
8184927,"Латиф, Исаак",https://ru.wikipedia.org/wiki/Латиф%2C_Исаак,около 1210,около 1280[1],,,,
8186991,"Алеманно, Йоханан",https://ru.wikipedia.org/wiki/Алеманно%2C_Йоханан,1435,1504,,,,
8191992,Ингэн,https://ru.wikipedia.org/wiki/Ингэн,7 декабря 1592(1592-12-07),19 мая 1673(1673-05-19) (80 лет),,,,Чань-буддизм
8199941,"Малкольм, Норман",https://ru.wikipedia.org/wiki/Малкольм%2C_Норман,11 июня 1911(1911-06-11),4 августа 1990(1990-08-04) (79 лет),Людвиг Витгенштейн,,,Западная философия
8200077,"Дрецке, Фред",https://ru.wikipedia.org/wiki/Дрецке%2C_Фред,,,,,,
8212995,"Эбнер, Фердинанд",https://ru.wikipedia.org/wiki/Эбнер%2C_Фердинанд,,,,,,
8222044,"Штарк, Иоганн Август фон",https://ru.wikipedia.org/wiki/Штарк%2C_Иоганн_Август_фон,,,,,,
8225451,"Вольневич, Богуслав",https://ru.wikipedia.org/wiki/Вольневич%2C_Богуслав,22 сентября 1927(1927-09-22),4 августа 2017(2017-08-04) (89 лет),,,,
8230131,"Шульц фон Ашераден, Карл Фридрих",https://ru.wikipedia.org/wiki/Шульц_фон_Ашераден%2C_Карл_Фридрих,,,,,,
8236963,"Хессе, Мэри Бренда",https://ru.wikipedia.org/wiki/Хессе%2C_Мэри_Бренда,15 октября 1924(1924-10-15),2 октября 2016(2016-10-02) (91 год),,,,
8241358,"Ландман, Михаэль",https://ru.wikipedia.org/wiki/Ландман%2C_Михаэль,16 декабря 1913(1913-12-16),25 января 1984(1984-01-25) (70 лет),,,,
8251573,"Любовский, Пётр Михайлович",https://ru.wikipedia.org/wiki/Любовский%2C_Пётр_Михайлович,,,,,,
8268850,"Гулиан, Константин Йонеску",https://ru.wikipedia.org/wiki/Гулиан%2C_Константин_Йонеску,,,,,,
8269099,Чжан Сюэчэн,https://ru.wikipedia.org/wiki/Чжан_Сюэчэн,1738(1738),1801(1801),"Хуан Цзунси, Дай Чжэнь","Кан Ювэй, Тань Сытун",,Чжэдунская историографическая школа[кит.]
8273237,"Конюфца, Глаук",https://ru.wikipedia.org/wiki/Конюфца%2C_Глаук,,,,,,
8326395,"Кам, Омер Ферит",https://ru.wikipedia.org/wiki/Кам%2C_Омер_Ферит,,,,,,
8331782,"Батищев, Степан Петрович",https://ru.wikipedia.org/wiki/Батищев%2C_Степан_Петрович,7 апреля 1902(1902-04-07),16 ноября 1969(1969-11-16) (67 лет),,,Философия XX века,марксизм
8339927,"Гутьеррес, Густаво",https://ru.wikipedia.org/wiki/Гутьеррес%2C_Густаво,8 июня 1928(1928-06-08)[2][3][…],22 октября 2024(2024-10-22)[4][5] (96 лет),,,,
8346766,"Борисов, Иван Иванович",https://ru.wikipedia.org/wiki/Борисов%2C_Иван_Иванович,20 января 1936(1936-01-20),8 мая 2020(2020-05-08) (84 года),,,,
8350405,"Самбук, Иоганн",https://ru.wikipedia.org/wiki/Самбук%2C_Иоганн,1 марта 1531[1],13 июня 1584(1584-06-13)[2][1][…] (53 года),,,,
8356595,Ли И (конфуцианство),https://ru.wikipedia.org/wiki/Ли_И_(конфуцианство),,1584(1584),,,,
8358179,"Алеман, Хорхе",https://ru.wikipedia.org/wiki/Алеман%2C_Хорхе,30 марта 1951(1951-03-30) (73 года),,,,,
8364980,"Сибли, Фрэнк",https://ru.wikipedia.org/wiki/Сибли%2C_Фрэнк,,,,,,
8373886,"Ронелл, Авиталь",https://ru.wikipedia.org/wiki/Ронелл%2C_Авиталь,15 апреля 1952(1952-04-15) (72 года),,Рональд Дэвид Лэйнг,,Современная философия,"Континентальная философия
Критическая теория
Деконструкция
Экзистенциализм
Герменевтика
Постструктурализм"
8374008,"Блэкберн, Саймон",https://ru.wikipedia.org/wiki/Блэкберн%2C_Саймон,12 июля 1944(1944-07-12) (80 лет),,"Дэвид Юм
Майкл Даммит
Казимир Леви",,Современная философия,Западная философия
8374627,"Аванесян, Армен",https://ru.wikipedia.org/wiki/Аванесян%2C_Армен,1973,,,,,
8383001,"Джарвис Томсон, Джудит",https://ru.wikipedia.org/wiki/Джарвис_Томсон%2C_Джудит,4 октября 1929(1929-10-04),20 ноября 2020(2020-11-20) (91 год),,,,
8383089,"Пфаллер, Роберт",https://ru.wikipedia.org/wiki/Пфаллер%2C_Роберт,1962[1][2][…],,,,,
8384594,"Берман, Маршалл",https://ru.wikipedia.org/wiki/Берман%2C_Маршалл,24 ноября 1940(1940-11-24),11 сентября 2013(2013-09-11) (72 года),,,,"Марксистский гуманизм, Западный марксизм"
8395032,"Железняк, Владимир Николаевич",https://ru.wikipedia.org/wiki/Железняк%2C_Владимир_Николаевич,,,,,,
8395829,Ли Хван,https://ru.wikipedia.org/wiki/Ли_Хван,1501(1501),1570(1570),,,,
8400137,"Кайдалов, Вячеслав Андреевич",https://ru.wikipedia.org/wiki/Кайдалов%2C_Вячеслав_Андреевич,,,,,,
8410128,"Юшкевич, Павел Соломонович",https://ru.wikipedia.org/wiki/Юшкевич%2C_Павел_Соломонович,29 июня 1873(1873-06-29),6 декабря 1945(1945-12-06) (72 года),,,,
8411554,"Оболевич, Тереза",https://ru.wikipedia.org/wiki/Оболевич%2C_Тереза,22 мая 1974(1974-05-22)[1] (50 лет),,,,,
8416698,"Сафиуллин, Фандас Шакирович",https://ru.wikipedia.org/wiki/Сафиуллин%2C_Фандас_Шакирович,,,,,,
8417878,Янь Хуэй (конфуцианство),https://ru.wikipedia.org/wiki/Янь_Хуэй_(конфуцианство),521 до н. э.,481 до н. э.,,,,
8421877,"Юлинац, Павле",https://ru.wikipedia.org/wiki/Юлинац%2C_Павле,,,,,,
8421956,Дуаньму Цы,https://ru.wikipedia.org/wiki/Дуаньму_Цы,,,,,,
8422791,"Шермухамедова, Нигинахон Арслоновна",https://ru.wikipedia.org/wiki/Шермухамедова%2C_Нигинахон_Арслоновна,,,,,,
8457001,"Архангельский, Леонид Михайлович",https://ru.wikipedia.org/wiki/Архангельский%2C_Леонид_Михайлович,,,,,,
8486380,"Коимбра, Леонарду",https://ru.wikipedia.org/wiki/Коимбра%2C_Леонарду,30 декабря 1883(1883-12-30)[1][2],2 января 1936(1936-01-02)[1][2] (52 года),,,,
8486670,"Сен, Кешобчондро",https://ru.wikipedia.org/wiki/Сен%2C_Кешобчондро,,,,,,
8506670,"Сьютс, Бернард Герберт",https://ru.wikipedia.org/wiki/Сьютс%2C_Бернард_Герберт,25 ноября 1925(1925-11-25),5 февраля 2007(2007-02-05) (81 год),,,,
8517370,"Галеви, Эли",https://ru.wikipedia.org/wiki/Галеви%2C_Эли,6 сентября 1870(1870-09-06)[1][2][…],21 августа 1937(1937-08-21)[1][2][…] (66 лет),,,,
8526122,"Брене, Жан-Батист",https://ru.wikipedia.org/wiki/Брене%2C_Жан-Батист,25 января 1972(1972-01-25) (52 года),,Alain de Libera,,,
8541466,"Зонтаг, Карл Готлоб",https://ru.wikipedia.org/wiki/Зонтаг%2C_Карл_Готлоб,,,,,,
8550632,"Авула, Партасарати",https://ru.wikipedia.org/wiki/Авула%2C_Партасарати,,,,,,
8555292,"Альгин, Анатолий Петрович",https://ru.wikipedia.org/wiki/Альгин%2C_Анатолий_Петрович,14 июня 1945(1945-06-14),24 июля 2009(2009-07-24) (64 года),,,,
8556189,Сачал Сармаст,https://ru.wikipedia.org/wiki/Сачал_Сармаст,1739,11 апреля 1827(1827-04-11),,,,
8570300,"Апухтина, Нина Георгиевна",https://ru.wikipedia.org/wiki/Апухтина%2C_Нина_Георгиевна,,,,,,
8570590,"Каэлас, Александр Ананиевич",https://ru.wikipedia.org/wiki/Каэлас%2C_Александр_Ананиевич,,,,,,
8575118,"Гортари, Эли де",https://ru.wikipedia.org/wiki/Гортари%2C_Эли_де,28 апреля 1918(1918-04-28),29 июля 1991(1991-07-29) (73 года),,,,
8578871,"Забеллевич, Адам Игнацы",https://ru.wikipedia.org/wiki/Забеллевич%2C_Адам_Игнацы,,,,,,
8580282,"Барреда, Габино",https://ru.wikipedia.org/wiki/Барреда%2C_Габино,19 февраля 1818(1818-02-19)[1],10 марта 1881(1881-03-10)[2] (63 года),Огюст Конт,,,
8592859,"Марголис, Джозеф",https://ru.wikipedia.org/wiki/Марголис%2C_Джозеф,16 мая 1924(1924-05-16),8 июня 2021(2021-06-08)[1] (97 лет),,,,
8593866,"Густи, Димитрие",https://ru.wikipedia.org/wiki/Густи%2C_Димитрие,,,,,,
8602987,"Огородников, Владимир Петрович",https://ru.wikipedia.org/wiki/Огородников%2C_Владимир_Петрович,,,,,,
8610928,"Баррету, Тобиас",https://ru.wikipedia.org/wiki/Баррету%2C_Тобиас,7 июня 1839(1839-06-07)[1][2],26 июня 1889(1889-06-26)[1] (50 лет),,,,
8620252,"Грюн, Карл Теодор Фердинанд",https://ru.wikipedia.org/wiki/Грюн%2C_Карл_Теодор_Фердинанд,30 сентября 1817(1817-09-30)[1],18 февраля 1887(1887-02-18)[1] (69 лет),,,,
8620935,"Дземидок, Богдан",https://ru.wikipedia.org/wiki/Дземидок%2C_Богдан,4 октября 1933(1933-10-04),9 августа 2022(2022-08-09) (88 лет),,,,
8621048,Чэн Сюаньин,https://ru.wikipedia.org/wiki/Чэн_Сюаньин,,,,,,
8631321,"Кузнецов, Валерий Григорьевич",https://ru.wikipedia.org/wiki/Кузнецов%2C_Валерий_Григорьевич,5 сентября 1941(1941-09-05),13 апреля 2022(2022-04-13) (80 лет),,,,
8634740,Полиэн из Лампсака,https://ru.wikipedia.org/wiki/Полиэн_из_Лампсака,340 до н. э.(-340),285 до н. э.(-285),,,эллинизм,
8634760,Батида из Лампсака,https://ru.wikipedia.org/wiki/Батида_из_Лампсака,,,,,,
8634768,Карниск,https://ru.wikipedia.org/wiki/Карниск,,,,,эллинизм,
8634789,Идоменей из Лампсака,https://ru.wikipedia.org/wiki/Идоменей_из_Лампсака,325 до н. э.(-325),270 до н. э.(-270),,,эллинизм,
8634791,Фемиста из Лампсака,https://ru.wikipedia.org/wiki/Фемиста_из_Лампсака,III век до н. э.,предп. III век до н. э.,,,эллинизм,
8634794,Леонтей из Лампсака,https://ru.wikipedia.org/wiki/Леонтей_из_Лампсака,III век до н.э.,III век до н. э.,"Демокрит, Эпикур",,эллинизм,
8634807,Филонид из Лаодикеи,https://ru.wikipedia.org/wiki/Филонид_из_Лаодикеи,200 до н. э.(-200),130 до н. э.(-130),,,эллинизм,
8634812,Диоген из Тарса,https://ru.wikipedia.org/wiki/Диоген_из_Тарса,II век до н. э.,предп. II век до н. э.,,,эллинизм,
8635016,Гай Амафиний,https://ru.wikipedia.org/wiki/Гай_Амафиний,II век до н. э.,"I век до н. э.,",,,Римская республика,
8636910,"Куки, Сюдзо",https://ru.wikipedia.org/wiki/Куки%2C_Сюдзо,15 февраля 1888(1888-02-15),6 мая 1941(1941-05-06) (53 года),,,,
8643617,"Геттиер, Эдмунд",https://ru.wikipedia.org/wiki/Геттиер%2C_Эдмунд,31 октября 1927(1927-10-31)[1],23 марта 2021(2021-03-23)[2][3] (93 года),,,,
8645195,"Осборн, Гарольд",https://ru.wikipedia.org/wiki/Осборн%2C_Гарольд,март 1905,март 1987,,,,
8675579,"Акиндинова, Татьяна Анатольевна",https://ru.wikipedia.org/wiki/Акиндинова%2C_Татьяна_Анатольевна,15 апреля 1945(1945-04-15),27 февраля 2018(2018-02-27) (72 года),,,,
8683000,"Измирли, Исмаил Хаккы",https://ru.wikipedia.org/wiki/Измирли%2C_Исмаил_Хаккы,,,,,,
8692277,"Алим, Махмуд Амин",https://ru.wikipedia.org/wiki/Алим%2C_Махмуд_Амин,18 февраля 1922(1922-02-18)[1],10 января 2009(2009-01-10)[1] (86 лет),,,,
8699294,Самуил ибн-Царца,https://ru.wikipedia.org/wiki/Самуил_ибн-Царца,1360[1],1380[1],,,,
